"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",,
"USLV","Credit Suisse AG","76","$242.76M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/uslv",,
"USOI","Credit Suisse AG","21.75","$4.35M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/usoi",,
"VIIX","Credit Suisse AG","14.31","$42.49M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/viix",,
"ZIV","Credit Suisse AG","70.75","$105.28M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ziv",,
"CREE","Cree, Inc.","51.84","$5.35B","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/cree",
"CRESY","Cresud S.A.C.I.F. y A.","13.42","$962.32M","1997","Finance","Real Estate","https://www.nasdaq.com/symbol/cresy",,
"CRNX","Crinetics Pharmaceuticals, Inc.","24.04","$577.85M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crnx",
"CRSP","CRISPR Therapeutics AG","31.13","$1.62B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/crsp",,
"CRTO","Criteo S.A.","24.75","$1.67B","2013","Technology","Advertising","https://www.nasdaq.com/symbol/crto",,
"CROX","Crocs, Inc.","26.71","$1.78B","2006","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/crox",
"CRON","Cronos Group Inc.","19.44","$3.47B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cron",,
"CCRN","Cross Country Healthcare, Inc.","9.8","$355.26M","2001","Technology","Professional Services","https://www.nasdaq.com/symbol/ccrn",
"CRWS","Crown Crafts, Inc.","5.62","$56.89M","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/crws",
"CYRX","CryoPort, Inc.","11.12","$336.26M","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrx",
"CYRXW","CryoPort, Inc.","7.5","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrxw",
"CSGS","CSG Systems International, Inc.","40.93","$1.36B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","2.58","$115.7M","2011","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cclp",,
"CSPI","CSP Inc.","9.36","$37.62M","1982","Technology","EDP Services","https://www.nasdaq.com/symbol/cspi",,
"CSWI","CSW Industrials, Inc.","55.11","$830.6M","n/a","Basic Industries","Home Furnishings","https://www.nasdaq.com/symbol/cswi",
"CSX","CSX Corporation","69.21","$56.45B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/csx",,
"CTIC","CTI BioPharma Corp.","0.9153","$53.08M","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctic",,
"CTIB","CTI Industries Corporation","2.83","$10.5M","1997","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/ctib",,
"CTRP","Ctrip.com International, Ltd.","33","$17.85B","2003","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ctrp",
"CUE","Cue Biopharma, Inc.","5.2","$104.69M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cue",
"CUI","CUI Global, Inc.","1.43","$40.83M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","5.84","$90.68M","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cpix",,
"CMLS","Cumulus Media Inc.","14.72","$242.65M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/cmls",,
"CRIS","Curis, Inc.","1.05","$34.77M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","14.14","$196.6M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","22.34","$3.14B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvbf",,
"CVV","CVD Equipment Corporation","4.36","$28.37M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvv",,
"CYAN","Cyanotech Corporation","3.07","$17.92M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cyan",,
"CYBR","CyberArk Software Ltd.","89.24","$3.18B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cybr",,
"CYBE","CyberOptics Corporation","21.89","$154.94M","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/cybe",,
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.8022","$10.03M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","5.4","$1.81M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyccp",
"CBAY","CymaBay Therapeutics Inc.","9","$534.95M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbay",,
"CY","Cypress Semiconductor Corporation","14.96","$5.41B","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/cy",,
"CYRN","CYREN Ltd.","2.52","$135.41M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyrn",,
"CONE","CyrusOne Inc","54.48","$5.77B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cone",,
"CYTK","Cytokinetics, Incorporated","7.37","$403.22M","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","19.15","$861.89M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctmx",
"CYTX","Cytori Therapeutics Inc.","0.2674","$3.53M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytx",,
"CYTXZ","Cytori Therapeutics Inc.","0.006","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytxz",,
"CTSO","Cytosorbents Corporation","8.11","$256.7M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ctso",,
"CYTR","CytRx Corporation","0.577","$19.41M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cytr",,
"DJCO","Daily Journal Corp. (S.C.)","215","$296.86M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/djco",,
"DAKT","Daktronics, Inc.","7.87","$353.05M","1994","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dakt",
"DARE","Dare Bioscience, Inc.","0.79","$9.02M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dare",
"DRIO","DarioHealth Corp.","0.67","$24.49M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/drio",,
"DRIOW","DarioHealth Corp.","0.0932","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/driow",,
"DZSI","DASAN Zhone Solutions, Inc.","13.32","$220.78M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",
"DSKE","Daseke, Inc.","4.36","$281.02M","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dske",
"DSKEW","Daseke, Inc.","0.2986","n/a","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dskew",
"DAIO","Data I/O Corporation","5.9","$49.8M","1981","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/daio",,
"DTSS","Datasea Inc.","3.405","$65.56M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dtss",,
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","47.9","$1.85B","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","1.46","$37.97M","2015","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/dtea",,
"DFNL","Davis Select Financial ETF","21.8","$139.52M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dfnl",,
"DINT","Davis Select International ETF","16.84","$95.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dint",,
"DUSA","Davis Select U.S. Equity ETF","21.8393","$173.62M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dusa",,
"DWLD","Davis Select Worldwide ETF","21.94","$193.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwld",,
"DWSN","Dawson Geophysical Company","3.8","$87.19M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dwsn",,
"DBVT","DBV Technologies S.A.","7.03","$423.44M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dbvt",,
"DDMX","DD3 Acquisition Corp.","9.82","$71.39M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmx",,
"DDMXU","DD3 Acquisition Corp.","10.01","$72.77M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmxu",,
"DDMXW","DD3 Acquisition Corp.","0.32","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmxw",,
"DCPH","Deciphera Pharmaceuticals, Inc.","27.69","$1.04B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dcph",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","8.51","$283.57M","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dfrg",
"TACO","Del Taco Restaurants, Inc.","10.44","$394.26M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/taco",
"TACOW","Del Taco Restaurants, Inc.","1.8","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/tacow",
"DMPI","DelMar Pharmaceuticals, Inc.","0.3825","$8.63M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmpi",
"DELT","Delta Technology Holdings Limited","1.1","$16.68M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/delt",,
"DNLI","Denali Therapeutics Inc.","19.43","$1.85B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dnli",,
"DENN","Denny&#39;s Corporation","18.24","$1.14B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/denn",,
"XRAY","DENTSPLY SIRONA Inc.","42.97","$9.56B","1987","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xray",,
"DDOC","DERMAdoctor, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ddoc",
"DERM","Dermira, Inc.","6.97","$293.58M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/derm",
"DEST","Destination Maternity Corporation","2.95","$42.62M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dest",,
"DXLG","Destination XL Group, Inc.","2.48","$122.71M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","3.02","$47.97M","1995","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/dswl",
"DXCM","DexCom, Inc.","151.23","$13.44B","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",
"DFBH","DFB Healthcare Acquisitions Corp.","9.9","$309.38M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbh",,
"DFBHU","DFB Healthcare Acquisitions Corp.","10.1","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhu",,
"DFBHW","DFB Healthcare Acquisitions Corp.","1.1","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhw",,
"DHXM","DHX Media Ltd.","1.89","$254.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dhxm",,
"DMAC","DiaMedica Therapeutics Inc.","3.44","$41.13M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmac",,
"DHIL","Diamond Hill Investment Group, Inc.","151.99","$533.72M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","97.86","$16.06B","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/fang",
"DCIX","Diana Containerships Inc.","0.8115","$11.74M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dcix",,
"DRNA","Dicerna Pharmaceuticals, Inc.","10.32","$647.39M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drna",
"DFFN","Diffusion Pharmaceuticals Inc.","2.25","$7.6M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dffn",,
"DGII","Digi International Inc.","13.15","$363.93M","1989","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/dgii",,
"DMRC","Digimarc Corporation","22.81","$271.13M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dmrc",,
"DRAD","Digirad Corporation","0.72","$14.57M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/drad",,
"DGLY","Digital Ally, Inc.","3.37","$35.13M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","2.7","$212.14M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","19.83","$715.72M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","35.21","$1.77B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/diod",,
"DISCA","Discovery, Inc.","28.64","$14.99B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disca",
"DISCB","Discovery, Inc.","34.875","$18.26B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/discb",
"DISCK","Discovery, Inc.","26.85","$14.06B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","31.15","$14.57B","1995","Consumer Services","Television Services","https://www.nasdaq.com/symbol/dish",,
"DVCR","Diversicare Healthcare Services Inc.","3.85","$25.09M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dvcr",,
"SAUC","Diversified Restaurant Holdings, Inc.","0.98","$31.93M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sauc",
"DLHC","DLH Holdings Corp.","5.48","$65.96M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/dlhc",,
"BOOM","DMC Global Inc.","34.44","$513.11M","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/boom",,
"DNBF","DNB Financial Corp","38.2","$165.09M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dnbf",,
"DOCU","DocuSign, Inc.","51.63","$8.53B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/docu",
"DOGZ","Dogness (International) Corporation","3.65","$94.58M","2017","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dogz",,
"DLTR","Dollar Tree, Inc.","97.6","$23.23B","1995","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dltr",
"DLPN","Dolphin Entertainment, Inc.","1.45","$20.48M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpn",
"DLPNW","Dolphin Entertainment, Inc.","0.1509","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpnw",
"DOMO","Domo, Inc.","29.57","$778.81M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/domo",
"DGICA","Donegal Group, Inc.","13.21","$374.7M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","12.06","$342.08M","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","17.6","$568.12M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","87.17","$2.88B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dorm",
"DOVA","Dova Pharmaceuticals, Inc.","7.78","$219.43M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dova",
"LYL","Dragon Victory International Limited","1.3885","$15.86M","2017","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/lyl",,
"DBX","Dropbox, Inc.","25.15","$10.22B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dbx",
"DCAR","DropCar, Inc.","0.363","$3.53M","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/dcar",
"DRYS","DryShips Inc.","5.15","$481.06M","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/drys",,
"DSPG","DSP Group, Inc.","12.61","$279.89M","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/dspg",
"DLTH","Duluth Holdings Inc.","25","$814.47M","2015","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dlth",,
"DNKN","Dunkin&#39; Brands Group, Inc.","68.11","$5.62B","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dnkn",
"DRRX","DURECT Corporation","0.6105","$98.94M","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drrx",,
"DXPE","DXP Enterprises, Inc.","32.32","$567.87M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dxpe",
"DYSL","Dynasil Corporation of America","0.9603","$16.74M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dysl",,
"DYNT","Dynatronics Corporation","2.54","$20.8M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dynt",,
"DVAX","Dynavax Technologies Corporation","10.24","$641.96M","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dvax",,
"ETFC","E*TRADE Financial Corporation","46.38","$11.43B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/etfc",,
